"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","V1"
"1145","CDC73",2.59832942272648e-41,1.64632315578279,0.482,0.182,7.79498826817943e-38,"3","ENSFALG00000002886"
"1146","CDC73",2.62465296509578e-06,0.703402024980204,0.348,0.199,0.00787395889528735,"8","ENSFALG00000002886"
"1147","CDC73",6.89492290626813e-35,0.446632198034623,0.468,0.192,2.06847687188044e-31,"6","ENSFALG00000002886"
"1148","CDCA8",5.5686993175119e-99,1.27913154644954,0.888,0.354,1.67060979525357e-95,"2","ENSFALG00000000920"
"1149","CDCA8",2.01164716289629e-185,3.21700093881661,0.89,0.323,6.03494148868886e-182,"0","ENSFALG00000000920"
"1150","CDK1",8.76615307528537e-141,2.05578826551499,0.784,0.3,2.62984592258561e-137,"0","ENSFALG00000013320"
"1151","CDK1",6.66636612937374e-19,0.661899763374601,0.544,0.357,1.99990983881212e-15,"6","ENSFALG00000013320"
"1152","CDK1",2.37611762634344e-12,0.623358016641718,0.679,0.36,7.12835287903032e-09,"14","ENSFALG00000013320"
"1153","CDK1",1.29909710561706e-40,2.04722670167253,0.741,0.347,3.89729131685117e-37,"8","ENSFALG00000013320"
"1154","CDK12",3.75622928939935e-26,1.47249453285086,0.428,0.187,1.12686878681981e-22,"9","ENSFALG00000000553"
"1155","CDK12",4.30427446870541e-14,0.800675033927925,0.297,0.182,1.29128234061162e-10,"0","ENSFALG00000000553"
"1156","CDK12",1.21959704001344e-29,1.87437585360446,0.287,0.193,3.65879112004034e-26,"6","ENSFALG00000000553"
"1157","CDK2AP1",1.63102549067893e-59,3.11977001055788,0.515,0.112,4.8930764720368e-56,"6","ENSFALG00000009265"
"1158","CDK2AP1",1.95632961543132e-11,2.59050740305788,0.538,0.124,5.86898884629396e-08,"16","ENSFALG00000009265"
"1159","CDK3",1.71702575398217e-57,4.38367883696632,0.624,0.171,5.1510772619465e-54,"6","ENSFALG00000000992"
"1160","CDK3",1.84048238733e-28,1.71581709928284,0.54,0.177,5.52144716198999e-25,"8","ENSFALG00000000992"
"1161","CDK5RAP2",1.34137767344599e-14,1.4987236695837,0.383,0.177,4.02413302033797e-11,"9","ENSFALG00000001268"
"1162","CDK5RAP2",3.75871786541673e-39,0.483498635476963,0.571,0.166,1.12761535962502e-35,"8","ENSFALG00000001268"
"1163","CDK7",9.05597029092401e-11,0.633649652910663,0.413,0.217,2.7167910872772e-07,"14","ENSFALG00000009871"
"1164","CDK7",1.87081204539955e-19,0.992146432036191,0.548,0.214,5.61243613619864e-16,"16","ENSFALG00000009871"
"1165","CDK7",7.60328325551448e-16,0.582969235752829,0.375,0.214,2.28098497665434e-12,"8","ENSFALG00000009871"
"1166","CDK7",4.60378099687055e-35,1.60319286857982,0.667,0.208,1.38113429906117e-31,"13","ENSFALG00000009871"
"1167","CDK9",2.36649806907114e-80,3.39169697172515,0.557,0.15,7.09949420721341e-77,"0","ENSFALG00000001337"
"1168","CDKAL1",2.2759747561422e-30,0.317045534549453,0.54,0.178,6.82792426842659e-27,"8","ENSFALG00000013514"
"1169","CDKAL1",0.000145354159755937,1.35354031940191,0.269,0.194,0.436062479267812,"15","ENSFALG00000013514"
"1170","CDKAL1",1.77483892298309e-24,0.750495559555794,0.475,0.187,5.32451676894928e-21,"13","ENSFALG00000013514"
"1171","CDKAL1",3.68607050956721e-89,1.33309821316257,0.612,0.159,1.10582115287016e-85,"3","ENSFALG00000013514"
"1172","CDO1",0.00748233367663416,2.93693639550955,0.308,0.174,1,"16","ENSFALG00000001887"
"1173","CDO1",8.5162015912552e-05,3.22742223910678,0.556,0.172,0.255486047737656,"17","ENSFALG00000001887"
"1174","CDO1",3.40850704467042e-36,2.49041454288759,0.731,0.163,1.02255211340113e-32,"15","ENSFALG00000001887"
"1175","CDR2",4.746798703566e-56,3.6093277576626,0.627,0.144,1.4240396110698e-52,"9","ENSFALG00000013996"
"1176","CDR2",6.08605064511723e-41,2.68096999992912,0.468,0.149,1.82581519353517e-37,"6","ENSFALG00000013996"
"1177","CEBPZ",2.61174264101975e-22,0.798535948734968,0.517,0.223,7.83522792305924e-19,"9","ENSFALG00000011758"
"1178","CEBPZ",3.91563307245946e-28,2.03661669061272,0.443,0.218,1.17468992173784e-24,"3","ENSFALG00000011758"
"1179","CEBPZ",4.14465319069144e-30,1.95217446268094,0.532,0.22,1.24339595720743e-26,"6","ENSFALG00000011758"
"1180","CENPF",5.59041239607654e-19,0.890691444730058,0.415,0.283,1.67712371882296e-15,"0","ENSFALG00000012295"
"1181","CENPF",2.85008639322498e-10,4.50366578554797,0.587,0.294,8.55025917967495e-07,"14","ENSFALG00000012295"
"1182","CENPJ",1.179662780875e-30,1.29677876181204,0.426,0.174,3.538988342625e-27,"6","ENSFALG00000008763"
"1183","CENPJ",4.3296026377667e-25,1.59194539582374,0.44,0.179,1.29888079133001e-21,"13","ENSFALG00000008763"
"1184","CENPJ",1.4144476519101e-99,2.13551657278282,0.601,0.15,4.2433429557303e-96,"3","ENSFALG00000008763"
"1185","CENPK",1.36527866267253e-51,0.795356851733501,0.817,0.266,4.09583598801758e-48,"8","ENSFALG00000009754"
"1186","CENPK",2.19475746636059e-15,0.301642126192069,0.587,0.286,6.58427239908178e-12,"14","ENSFALG00000009754"
"1187","CENPK",3.18740514098243e-20,0.316542100507303,0.673,0.285,9.56221542294728e-17,"16","ENSFALG00000009754"
"1188","CENPK",2.75354181525948e-07,0.741343495322985,0.398,0.289,0.000826062544577843,"9","ENSFALG00000009754"
"1189","CENPK",2.98641263957191e-72,4.56933256504827,0.764,0.267,8.95923791871573e-69,"6","ENSFALG00000009754"
"1190","CENPM",4.15681960701833e-142,2.82547269619963,0.697,0.155,1.2470458821055e-138,"0","ENSFALG00000011782"
"1191","CENPN",8.55495863947377e-27,0.763239008367884,0.325,0.197,2.56648759184213e-23,"2","ENSFALG00000006835"
"1192","CENPN",9.18357820985469e-89,1.27883254176468,0.648,0.169,2.75507346295641e-85,"3","ENSFALG00000006835"
"1193","CENPN",5.52419911155836e-11,2.04400861033467,0.333,0.204,1.65725973346751e-07,"13","ENSFALG00000006835"
"1194","CENPP",1.53453707103149e-34,2.90900407290228,0.518,0.17,4.60361121309446e-31,"13","ENSFALG00000009053"
"1195","CENPP",1.56286346630252e-74,1.65768268305874,0.482,0.155,4.68859039890755e-71,"3","ENSFALG00000009053"
"1196","CENPP",3.53538661961234e-33,2.23429711696321,0.547,0.164,1.0606159858837e-29,"9","ENSFALG00000009053"
"1197","CENPU",1.84590536689073e-40,4.10361264659136,0.494,0.109,5.53771610067219e-37,"6","ENSFALG00000011774"
"1198","CENPW",4.93377469296894e-16,1.32398983861653,0.752,0.294,1.48013240789068e-12,"14","ENSFALG00000011504"
"1199","CENPW",3.20716823527346e-52,1.8660250675229,0.635,0.272,9.62150470582037e-49,"2","ENSFALG00000011504"
"1200","CENPW",2.11181904680094e-115,1.80773596229308,0.738,0.235,6.33545714040282e-112,"0","ENSFALG00000011504"
"1201","CEP112",6.70557460454323e-23,4.64113789981235,0.433,0.162,2.01167238136297e-19,"13","ENSFALG00000002421"
"1202","CEP112",1.78378183055731e-28,0.677784368324309,0.259,0.156,5.35134549167192e-25,"0","ENSFALG00000002421"
"1203","CEP128",6.20625836491917e-33,3.46216655022113,0.567,0.217,1.86187750947575e-29,"13","ENSFALG00000012552"
"1204","CEP128",8.97225152075394e-35,0.808752385325373,0.495,0.185,2.69167545622618e-31,"0","ENSFALG00000012552"
"1205","CEP135",2.72702176982065e-18,0.606680231127928,0.411,0.192,8.18106530946195e-15,"8","ENSFALG00000003667"
"1206","CEP135",6.11264862699708e-05,2.23945236168647,0.33,0.2,0.183379458809912,"14","ENSFALG00000003667"
"1207","CEP135",7.16158286761381e-73,2.05390318644074,0.49,0.157,2.14847486028414e-69,"0","ENSFALG00000003667"
"1208","CEP152",8.68025206173985e-71,0.326687102161074,0.546,0.206,2.60407561852196e-67,"3","ENSFALG00000011512"
"1209","CEP152",3.07492456502482e-15,2.06073056548935,0.369,0.212,9.22477369507447e-12,"0","ENSFALG00000011512"
"1210","CEP152",8.13544454466947e-52,1.10701599140424,0.652,0.214,2.44063336340084e-48,"9","ENSFALG00000011512"
"1211","CEP162",1.28470802790839e-11,1.45707094062027,0.348,0.211,3.85412408372516e-08,"9","ENSFALG00000002767"
"1212","CEP162",7.41566602399938e-21,1.78527049929726,0.44,0.209,2.22469980719981e-17,"13","ENSFALG00000002767"
"1213","CEP170",7.14359986015342e-114,2.64723422817113,0.631,0.18,2.14307995804603e-110,"0","ENSFALG00000011398"
"1214","CEP170",1.02333355331865e-18,0.903709183343969,0.558,0.226,3.07000065995595e-15,"8","ENSFALG00000011398"
"1215","CEP170B",1.52510085010507e-09,0.489980650457419,0.274,0.155,4.57530255031521e-06,"6","ENSFALG00000002978"
"1216","CEP170B",1.03994989534449e-23,1.95765208315633,0.796,0.153,3.11984968603348e-20,"17","ENSFALG00000002978"
"1217","CEP170B",1.9390728011849e-07,1.07346969576636,0.384,0.149,0.000581721840355469,"8","ENSFALG00000002978"
"1218","CEP250",3.24948873759628e-36,4.77961110230659,0.731,0.149,9.74846621278884e-33,"15","ENSFALG00000012472"
"1219","CEP250",8.06009800407175e-13,3.11248188386505,0.44,0.156,2.41802940122152e-09,"14","ENSFALG00000012472"
"1220","CEP290",0.000335983521673806,0.754433833295563,0.366,0.295,1,"4","ENSFALG00000010610"
"1221","CEP290",3.87369441512327e-09,0.89268210375675,0.291,0.301,1.16210832453698e-05,"13","ENSFALG00000010610"
"1222","CEP290",6.92133777942309e-09,0.426634009300493,0.393,0.285,2.07640133382693e-05,"0","ENSFALG00000010610"
"1223","CEP350",2.78866174343611e-12,0.480526146775325,0.29,0.247,8.36598523030832e-09,"8","ENSFALG00000008113"
"1224","CEP350",1.34941812335529e-32,1.61122465606539,0.523,0.205,4.04825437006588e-29,"0","ENSFALG00000008113"
"1225","CEP350",4.49593881177243e-05,0.277332932948588,0.186,0.253,0.134878164353173,"6","ENSFALG00000008113"
"1226","CEP350",1.22908292537766e-06,2.35168217932189,0.362,0.246,0.00368724877613297,"13","ENSFALG00000008113"
"1227","CEP350",1.69700040806436e-13,1.20756458273499,0.44,0.245,5.09100122419307e-10,"14","ENSFALG00000008113"
"1228","CEP41",3.68942334786247e-09,1.02397579025871,0.266,0.18,1.10682700435874e-05,"0","ENSFALG00000005116"
"1229","CEP41",0.000223590049679413,2.16254681035976,0.386,0.173,0.670770149038239,"2","ENSFALG00000005116"
"1230","CEP44",2.23946392169218e-10,1.20562380762747,0.375,0.192,6.71839176507653e-07,"8","ENSFALG00000011499"
"1231","CEP44",3.26000818183168e-15,1.70455958893561,0.378,0.193,9.78002454549503e-12,"9","ENSFALG00000011499"
"1232","CEP44",1.08884398831162e-38,1.63032009824632,0.544,0.182,3.26653196493487e-35,"6","ENSFALG00000011499"
"1233","CEP44",4.32864098812711e-66,1.5726384141478,0.521,0.173,1.29859229643813e-62,"3","ENSFALG00000011499"
"1234","CEP55",6.17741113621958e-06,0.959306342186945,0.272,0.167,0.0185322334086587,"8","ENSFALG00000007869"
"1235","CEP55",1.13711053701521e-21,1.61182053904001,0.37,0.14,3.41133161104563e-18,"0","ENSFALG00000007869"
"1236","CEP55",8.00869335701837e-14,2.92260691271319,0.262,0.17,2.40260800710551e-10,"13","ENSFALG00000007869"
"1237","CEP70",1.49732790767393e-23,0.899211490236128,0.71,0.368,4.49198372302179e-20,"8","ENSFALG00000013561"
"1238","CEP70",1.44545074857998e-29,0.25509439610251,0.618,0.354,4.33635224573995e-26,"1","ENSFALG00000013561"
"1239","CEP70",3.34219507383023e-38,0.810693883392375,0.598,0.351,1.00265852214907e-34,"0","ENSFALG00000013561"
"1240","CEP70",6.06297551868841e-22,1.51219214934236,0.599,0.364,1.81889265560652e-18,"2","ENSFALG00000013561"
"1241","CEP70",2.04298102259759e-31,0.690673787260955,0.765,0.361,6.12894306779276e-28,"5","ENSFALG00000013561"
"1242","CEP78",1.11837472402958e-71,1.13468605347666,0.584,0.191,3.35512417208874e-68,"3","ENSFALG00000003321"
"1243","CEP78",2.37266330732253e-15,1.36577647951879,0.375,0.198,7.1179899219676e-12,"0","ENSFALG00000003321"
"1244","CEP78",4.40504365596102e-06,0.316441069540367,0.317,0.218,0.0132151309678831,"8","ENSFALG00000003321"
"1245","CEP85L",1.42666603960779e-24,0.784025620075417,0.418,0.174,4.27999811882336e-21,"9","ENSFALG00000011168"
"1246","CEP85L",2.15788348298546e-11,0.949716217850056,0.295,0.168,6.47365044895637e-08,"0","ENSFALG00000011168"
"1247","CEP85L",3.26518425920316e-42,0.686176491260106,0.769,0.171,9.79555277760948e-39,"16","ENSFALG00000011168"
"1248","CEP89",6.10896953923951e-72,2.44947211247861,0.623,0.267,1.83269086177185e-68,"0","ENSFALG00000000269"
"1249","CEP89",1.18709502393992e-59,1.32520675617162,0.728,0.276,3.56128507181975e-56,"2","ENSFALG00000000269"
"1250","CEP89",1.47630611328727e-08,0.913657580982792,0.312,0.317,4.42891833986182e-05,"14","ENSFALG00000000269"
"1251","CEP95",9.12042938635991e-10,0.277586481760466,0.353,0.194,2.73612881590797e-06,"8","ENSFALG00000002329"
"1252","CEP95",3.85250355642779e-14,0.269394226742966,0.421,0.18,1.15575106692834e-10,"2","ENSFALG00000002329"
"1253","CETN3",4.29901637365773e-80,4.18835396245906,0.841,0.206,1.28970491209732e-76,"9","ENSFALG00000009024"
"1254","CETN3",3.12506727729933e-83,3.5129062398091,0.797,0.203,9.375201831898e-80,"6","ENSFALG00000009024"
"1255","CFAP100",5.93263294596336e-58,1.81262841339392,0.688,0.342,1.77978988378901e-54,"1","ENSFALG00000012603"
"1256","CFAP100",8.53705350007914e-70,1.47436764444133,0.864,0.352,2.56111605002374e-66,"5","ENSFALG00000012603"
"1257","CFAP100",2.18395354782576e-76,1.49754707437737,0.766,0.345,6.55186064347728e-73,"2","ENSFALG00000012603"
"1258","CFAP221",1.77091468801726e-36,4.07222377434476,0.706,0.169,5.31274406405179e-33,"14","ENSFALG00000013582"
"1259","CFAP221",6.03956655549092e-08,2.28792172226855,0.348,0.177,0.000181186996664728,"13","ENSFALG00000013582"
"1260","CFAP221",4.61014618197226e-21,2.00915624902228,0.583,0.172,1.38304385459168e-17,"15","ENSFALG00000013582"
"1261","CFAP300",8.03135479249595e-14,0.411565934872849,0.343,0.261,2.40940643774879e-10,"15","ENSFALG00000000361"
"1262","CFAP300",6.13401517582486e-109,0.892417486156427,0.639,0.202,1.84020455274746e-105,"0","ENSFALG00000000361"
"1263","CFAP300",1.70631450148659e-47,2.81277662542301,0.688,0.24,5.11894350445978e-44,"8","ENSFALG00000000361"
"1264","CFAP300",5.01370427998315e-23,1.89121366488841,0.392,0.255,1.50411128399494e-19,"6","ENSFALG00000000361"
"1265","CFAP300",2.79227098189457e-24,0.530710687653515,0.725,0.251,8.37681294568372e-21,"14","ENSFALG00000000361"
"1266","CFAP300",2.38587314062461e-08,1.54467036315554,0.212,0.264,7.15761942187382e-05,"16","ENSFALG00000000361"
"1267","CFAP410",4.5010859059573e-16,1.87016849566345,0.329,0.137,1.35032577178719e-12,"6","ENSFALG00000013353"
"1268","CFAP410",1.42506460027277e-12,0.369127290851958,0.413,0.14,4.27519380081831e-09,"16","ENSFALG00000013353"
"1269","CFAP46",1.85012503575459e-29,3.07775781928043,0.511,0.162,5.55037510726376e-26,"13","ENSFALG00000001338"
"1270","CFAP46",2.69334415199057e-18,1.16577232511279,0.338,0.147,8.0800324559717e-15,"0","ENSFALG00000001338"
"1271","CFAP46",0.00224894040392472,2.82515196597194,0.481,0.17,1,"17","ENSFALG00000001338"
"1272","CFAP46",1.69911982345057e-12,1.02361467693537,0.325,0.159,5.0973594703517e-09,"2","ENSFALG00000001338"
"1273","CFAP57",1.73346233767943e-14,0.517913112348986,0.673,0.35,5.20038701303829e-11,"11","ENSFALG00000005650"
"1274","CFAP57",1.6689173293028e-19,1.30737048560197,0.826,0.35,5.00675198790841e-16,"14","ENSFALG00000005650"
"1275","CFAP57",3.64558148727394e-08,0.561197642066183,0.462,0.345,0.000109367444618218,"0","ENSFALG00000005650"
"1276","CFAP58",1.05707443640061e-18,4.53994724317334,0.541,0.267,3.17122330920184e-15,"14","ENSFALG00000008836"
"1277","CFAP58",3.44028073935178e-11,1.86927215557628,0.426,0.269,1.03208422180553e-07,"13","ENSFALG00000008836"
"1278","CFAP65",1.59456614512464e-06,0.481462837043541,0.275,0.153,0.00478369843537391,"0","ENSFALG00000004169"
"1279","CFAP65",9.39013042863316e-24,2.19082392381595,0.438,0.156,2.81703912858995e-20,"8","ENSFALG00000004169"
"1280","CFAP65",1.33243839281978e-20,0.90439970650323,0.376,0.163,3.99731517845934e-17,"13","ENSFALG00000004169"
"1281","CFAP65",3.20776349656604e-48,4.08703080148333,0.807,0.154,9.62329048969813e-45,"14","ENSFALG00000004169"
"1282","CFAP97",4.79220245055153e-45,0.410557654129165,0.728,0.235,1.43766073516546e-41,"8","ENSFALG00000011850"
"1283","CFAP97",3.25020225515204e-137,2.60664924937789,0.713,0.187,9.75060676545611e-134,"0","ENSFALG00000011850"
"1284","CFAP97",0.000224280847504807,1.2362014727354,0.144,0.266,0.672842542514421,"9","ENSFALG00000011850"
"1285","CFAP99",9.74685843308992e-12,2.49478337698155,0.495,0.275,2.92405752992698e-08,"2","ENSFALG00000009853"
"1286","CFAP99",2.26786609830223e-06,0.320065108498876,0.451,0.27,0.00680359829490669,"0","ENSFALG00000009853"
"1287","CFD",1.40908395566921e-23,0.32857823977526,0.467,0.192,4.22725186700765e-20,"2","ENSFALG00000013936"
"1288","CFD",6.15028107632402e-13,2.43923658476128,0.368,0.203,1.84508432289721e-09,"3","ENSFALG00000013936"
"1289","CFD",2.7286420070959e-30,0.43990451156432,0.321,0.199,8.18592602128771e-27,"0","ENSFALG00000013936"
"1290","CFD",5.39808142546388e-11,0.659354619921493,0.385,0.212,1.61942442763916e-07,"16","ENSFALG00000013936"
"1291","CFD",2.55730062164613e-12,0.422789543110127,0.468,0.21,7.67190186493838e-09,"14","ENSFALG00000013936"
"1292","CFL2",1.20870196636623e-63,3.78553461634171,0.756,0.188,3.62610589909869e-60,"9","ENSFALG00000005977"
"1293","CFL2",1.55748985104204e-11,0.352858241142483,0.388,0.204,4.67246955312613e-08,"8","ENSFALG00000005977"
"1294","CFL2",1.06481165391733e-24,0.354252578243933,0.266,0.209,3.19443496175199e-21,"3","ENSFALG00000005977"
"1295","CFL2",8.0194251659996e-28,2.98792714272127,0.721,0.202,2.40582754979988e-24,"16","ENSFALG00000005977"
"1296","CGNL1",1.96696037998482e-17,2.65801634403796,0.529,0.187,5.90088113995447e-14,"16","ENSFALG00000012171"
"1297","CGNL1",4.56785622748695e-45,0.809010445903966,0.527,0.176,1.37035686824608e-41,"6","ENSFALG00000012171"
"1298","CGNL1",4.08532445606164e-62,1.6859642634704,0.662,0.173,1.22559733681849e-58,"9","ENSFALG00000012171"
"1299","CGNL1",4.69057152368443e-11,0.927902448835938,0.343,0.182,1.40717145710533e-07,"3","ENSFALG00000012171"
"1300","CGRRF1",0.000509558240705401,2.26020044009728,0.253,0.22,1,"6","ENSFALG00000003806"
"1301","CGRRF1",1.68478874036729e-10,1.6448779715654,0.298,0.219,5.05436622110187e-07,"13","ENSFALG00000003806"
"1302","CGRRF1",1.68979482501658e-18,0.907338999678176,0.386,0.206,5.06938447504974e-15,"2","ENSFALG00000003806"
"1303","CHAC2",1.27966996414966e-74,1.03471342371232,0.923,0.277,3.83900989244898e-71,"10","ENSFALG00000011397"
"1304","CHAC2",1.08317317662776e-107,5.7233173485658,0.948,0.27,3.24951952988327e-104,"7","ENSFALG00000011397"
"1305","CHAF1A",2.12411269281121e-69,1.73948119561032,0.536,0.178,6.37233807843364e-66,"0","ENSFALG00000001107"
"1306","CHAF1A",1.14610310759485e-15,1.2839907788484,0.51,0.221,3.43830932278455e-12,"16","ENSFALG00000001107"
"1307","CHAF1A",2.45284719500745e-15,0.48646309598301,0.388,0.221,7.35854158502236e-12,"9","ENSFALG00000001107"
"1308","CHAF1A",5.65540708083794e-27,2.2822077643384,0.456,0.215,1.69662212425138e-23,"6","ENSFALG00000001107"
"1309","CHCHD3",3.85979064354407e-13,0.477544460216674,0.382,0.355,1.15793719306322e-09,"3","ENSFALG00000011856"
"1310","CHCHD3",1.32934035697148e-39,1.09479414024666,0.585,0.321,3.98802107091443e-36,"0","ENSFALG00000011856"
"1311","CHCHD3",2.70124007923386e-12,0.425024263534431,0.48,0.346,8.10372023770158e-09,"2","ENSFALG00000011856"
"1312","CHCHD3",2.65375866516376e-22,0.556841349210905,0.594,0.345,7.96127599549128e-19,"8","ENSFALG00000011856"
"1313","CHCHD3",1.42805387277727e-07,1.23421290898671,0.376,0.357,0.000428416161833182,"14","ENSFALG00000011856"
"1314","CHCHD6",1.84937487134736e-22,0.426284054226024,0.554,0.309,5.54812461404209e-19,"8","ENSFALG00000007851"
"1315","CHCHD6",1.59620588279157e-09,0.409227446519608,0.333,0.321,4.7886176483747e-06,"13","ENSFALG00000007851"
"1316","CHCHD6",6.61659027932308e-22,1.40650477723453,0.516,0.29,1.98497708379692e-18,"0","ENSFALG00000007851"
"1317","CHD1",7.13978542685907e-11,0.689213653973513,0.529,0.119,2.14193562805772e-07,"16","ENSFALG00000010499"
"1318","CHD1",5.18423920217908e-26,2.14472670452311,0.353,0.118,1.55527176065372e-22,"9","ENSFALG00000010499"
"1319","CHD1",0.000296207723414336,1.97120674709548,0.312,0.123,0.888623170243009,"13","ENSFALG00000010499"
"1320","CHD1",1.61636802463786e-24,0.763821238361155,0.33,0.111,4.84910407391358e-21,"3","ENSFALG00000010499"
"1321","CHD1",1.64570874328611e-07,3.48533422863216,0.556,0.123,0.000493712622985834,"17","ENSFALG00000010499"
"1322","CHD9",6.43268108699107e-101,2.94505190893636,0.704,0.189,1.92980432609732e-97,"3","ENSFALG00000013276"
"1323","CHD9",5.55860226104075e-43,1.99192363997375,0.587,0.214,1.66758067831223e-39,"9","ENSFALG00000013276"
"1324","CHD9",3.16825005712856e-35,2.5416093413844,0.61,0.218,9.50475017138568e-32,"13","ENSFALG00000013276"
"1325","CHD9",1.08792812077268e-46,0.39393653907329,0.624,0.209,3.26378436231803e-43,"6","ENSFALG00000013276"
"1326","CHFR",5.78488893824633e-29,1.05649583453918,0.377,0.189,1.7354666814739e-25,"0","ENSFALG00000008235"
"1327","CHMP1A",1.31352272988467e-13,0.252312644202746,0.438,0.188,3.94056818965402e-10,"8","ENSFALG00000003120"
"1328","CHMP1A",8.4768389297394e-78,2.24602090288453,0.508,0.151,2.54305167892182e-74,"0","ENSFALG00000003120"
"1329","CHMP5",1.3662941460566e-19,1.92368847789745,0.517,0.314,4.09888243816979e-16,"9","ENSFALG00000002101"
"1330","CHMP5",1.39801634690184e-08,1.00166571597489,0.414,0.318,4.19404904070552e-05,"6","ENSFALG00000002101"
"1331","CHMP5",4.01976641350166e-26,0.607269380793953,0.652,0.306,1.2059299240505e-22,"8","ENSFALG00000002101"
"1332","CHMP7",5.73572283102598e-07,1.32695107468769,0.442,0.257,0.00172071684930779,"8","ENSFALG00000001638"
"1333","CHMP7",1.76466608144281e-05,1.77453298393882,0.3,0.265,0.0529399824432843,"6","ENSFALG00000001638"
"1334","CHMP7",1.63164924087012e-07,0.871624991057098,0.099,0.272,0.000489494772261036,"13","ENSFALG00000001638"
"1335","CHMP7",3.44266496207512e-15,0.621076191902934,0.462,0.247,1.03279948862254e-11,"2","ENSFALG00000001638"
"1336","CHMP7",3.78030319273319e-05,0.699248263788906,0.407,0.263,0.113409095781996,"15","ENSFALG00000001638"
"1337","CHORDC1",9.43708316578057e-48,1.36417088296379,0.92,0.407,2.83112494973417e-44,"11","ENSFALG00000007903"
"1338","CHORDC1",2.47321895616097e-42,1.26744568610106,0.832,0.407,7.4196568684829e-39,"10","ENSFALG00000007903"
"1339","CHORDC1",8.22081550497913e-46,1.33858751051881,0.944,0.409,2.46624465149374e-42,"12","ENSFALG00000007903"
"1340","CHORDC1",2.8551420519605e-19,0.450849955765321,0.57,0.407,8.56542615588151e-16,"1","ENSFALG00000007903"
"1341","CHORDC1",1.18346710424207e-29,1.00747573797078,0.691,0.406,3.55040131272621e-26,"4","ENSFALG00000007903"
"1342","CHP1",4.60799670597232e-39,2.38965409691332,0.517,0.136,1.3823990117917e-35,"9","ENSFALG00000006116"
"1343","CHP1",9.74907932105737e-38,1.16088245207897,0.473,0.136,2.92472379631721e-34,"8","ENSFALG00000006116"
"1344","CHP1",9.31777594151329e-23,2.04480574455431,0.5,0.145,2.79533278245399e-19,"16","ENSFALG00000006116"
"1345","CHPF",2.24404895449134e-07,3.94951685883048,0.417,0.166,0.000673214686347402,"15","ENSFALG00000004298"
"1346","CHPF",4.62570139156552e-44,0.41086414121333,0.734,0.158,1.38771041746966e-40,"14","ENSFALG00000004298"
"1347","CHPF",1.76623566810957e-44,1.30784162518433,0.621,0.148,5.29870700432871e-41,"8","ENSFALG00000004298"
"1348","CHPF",9.6739991515023e-19,0.615714080944335,0.529,0.163,2.90219974545069e-15,"16","ENSFALG00000004298"
"1349","CHPF",6.82550142292364e-06,0.83998579051831,0.343,0.144,0.0204765042687709,"0","ENSFALG00000004298"
"1350","CHRAC1",1.17949883498814e-19,0.494291293927475,0.625,0.172,3.53849650496442e-16,"16","ENSFALG00000002833"
"1351","CHRNG",9.76883297570617e-13,1.12168932405904,0.524,0.224,2.93064989271185e-09,"7","ENSFALG00000007743"
"1352","CHRNG",2.20659292974921e-15,3.11554454728416,0.653,0.226,6.61977878924764e-12,"12","ENSFALG00000007743"
"1353","CHRNG",7.88111743176623e-14,2.34033523532278,0.486,0.221,2.36433522952987e-10,"4","ENSFALG00000007743"
"1354","CHRNG",1.10892972838313e-13,1.65584461186159,0.617,0.225,3.32678918514938e-10,"11","ENSFALG00000007743"
"1355","CHTF18",0.000218615676838196,0.504422728563092,0.519,0.164,0.655847030514588,"17","ENSFALG00000003188"
"1356","CHTF18",5.94895652844776e-17,1.67196202373187,0.343,0.164,1.78468695853433e-13,"15","ENSFALG00000003188"
"1357","CHTOP",1.85024252850188e-75,4.48124361487007,0.836,0.224,5.55072758550565e-72,"9","ENSFALG00000012035"
"1358","CHTOP",1.41982582769097e-61,2.02409461065503,0.705,0.227,4.25947748307292e-58,"6","ENSFALG00000012035"
"1359","CHTOP",7.20823681974684e-10,0.870360788034443,0.326,0.25,2.16247104592405e-06,"13","ENSFALG00000012035"
"1360","CHTOP",3.60713903484437e-21,1.14563479599937,0.606,0.244,1.08214171045331e-17,"16","ENSFALG00000012035"
"1361","CHURC1",2.205398308108e-22,2.06331433861967,0.603,0.221,6.61619492432399e-19,"8","ENSFALG00000001211"
"1362","CIAO2B",1.08734823746966e-27,1.37262198659876,0.414,0.158,3.26204471240899e-24,"6","ENSFALG00000007720"
"1363","CIAO2B",6.96986315832063e-86,0.959124719727966,0.573,0.135,2.09095894749619e-82,"3","ENSFALG00000007720"
"1364","CIAO2B",3.55048071772166e-43,3.0988412412728,0.567,0.152,1.0651442153165e-39,"9","ENSFALG00000007720"
"1365","CIAPIN1",3.46930143029773e-110,2.3847910940627,0.716,0.263,1.04079042908932e-106,"0","ENSFALG00000006952"
"1366","CIAPIN1",9.11413614578314e-14,0.677640770926215,0.58,0.312,2.73424084373494e-10,"8","ENSFALG00000006952"
"1367","CINP",3.82214439364507e-06,0.668426725439775,0.431,0.221,0.0114664331809352,"14","ENSFALG00000002753"
"1368","CINP",1.51666833026399e-56,1.34977281552527,0.501,0.201,4.55000499079198e-53,"3","ENSFALG00000002753"
